Base_period_dates, Base_period_tmin, Base_period_tmax, Base_period_prec
NA, 19.7, 28.2, 0
NA, 19.9, 35, 0
NA, 21.4, 25.8, 0
NA, 20.7, 28.4, 0
NA, 20.9, 27.2, 0
NA, 20.5, 28, 0
NA, 21.8, 26.2, 0
NA, 18.5, 23.6, 10
NA, 17.4, 24.1, 0.8
NA, 18.1, 24.6, 4.8
NA, 16, 24, 6.2
NA, 17, 26.8, 0
NA, 16.4, 26.6, 0
NA, 18.8, 35, 0
NA, 13.7, 24.2, 0
NA, 14.6, 26.7, 0
NA, 16.1, 21.2, 0
NA, 16.2, 21.7, 0
NA, 15.5, 23, 0
NA, 15.3, 24.4, 0.2
NA, 14.5, 24.1, 0
NA, 17.3, 24.6, 10.8
NA, 18, 24.5, 22.8
NA, 16.7, 26.4, 2
NA, 17.9, 24.8, 0
NA, 19.1, 24.5, 4.8
NA, 17, 23, 0.4
NA, 17.4, 24, 9
NA, 16.9, 24.5, 8.2
NA, 16.4, 24.6, 0.8
NA, 16.7, 24.8, 0
NA, 16.2, 25.3, 0
NA, 18, 22.5, 0
NA, 17.4, 23, 3.8
NA, 19.7, 21.9, 0.4
NA, NA, 19.1, 5
NA, 17.5, 21.9, 18.4
NA, 18.4, 24.6, 99.6
NA, 18.4, 25.7, 22.8
NA, 21, 24.8, 0
NA, 19.3, 21.2, 14.8
NA, 18.9, 25, 12
NA, 15.2, 18.5, 36.8
NA, 14.4, 20, 13
NA, 16.8, 21, 16.6
NA, 16.7, 20.7, 13.4
NA, 16.8, 26.3, 11.2
NA, 15.1, 24.1, 0
NA, 15.2, 27.7, 0
NA, 15.8, 19.4, 0
NA, 16.5, 20, 3
NA, 14.6, 21.8, 4
NA, 15.1, 21.2, 7.2
NA, 15.6, 22.6, 1.8
NA, 14.7, 22, 0
NA, 16.5, 24.1, 0.2
NA, 14.5, 26.2, 0
NA, 15.8, 25.6, 0
NA, 14.2, 23.3, 0
NA, 14.6, 24, 0
NA, 14.1, 22.3, 0
NA, 17.9, 20.1, 11.8
NA, 17.4, 20.8, 71.8
NA, 16.5, 20.2, 142.8
NA, 14.4, 24.2, 120.6
NA, 16.6, 24.7, 0.2
NA, 18, 23.1, 2.4
NA, 16.2, 23.2, 0
NA, 14.3, 22.3, 0.2
NA, 14.4, 23, 0
NA, 14.9, 26.3, 0.4
NA, 15.6, 21.7, 0
NA, 13.2, 20.4, 0
NA, 12.9, 22, 0.4
NA, 11.3, 18.8, 0
NA, 11.2, 21, 0
NA, 12.8, 21.4, 0
NA, 11.1, 21.8, 0
NA, 12.2, 21.2, 0
NA, 13.2, 21.2, 0
NA, 16.7, 19.5, 0.8
NA, 17.1, 21.8, 1.4
NA, 14.9, 21.3, 0
NA, 12, 19.8, 0
NA, 11.3, 19, 0
NA, 12, 20.5, 0.2
NA, 12.3, 18.2, 0.2
NA, 11.5, 19.6, 3
NA, 12.7, 19.3, 27.8
NA, 13.2, 19.8, 1.6
NA, 11, 17.5, 0
NA, 11, 18.6, 2
NA, 10.4, 18, 4.2
NA, 11.4, 18.4, 1
NA, 12.6, 18.9, 0.4
NA, 13.2, 18.8, 5
NA, 14, 20.5, 2.2
NA, 14.6, 20.1, 1.2
NA, 14.1, 21.3, 7.6
NA, 14.8, 21.9, 7
NA, 12.6, 18.9, 9
NA, 12.6, 18.2, 0
NA, 10.7, 18.8, 0
NA, 9.4, 17.1, 0
NA, 9.3, 18.9, 0
NA, 10.8, 16.4, 0.6
NA, 8.5, 17.7, 0
NA, 9.3, 19.2, 0
NA, 9.5, 19, 0
NA, 11.3, 16.5, 0
NA, 12.2, 16.5, 16
NA, 13, 16.6, 27.8
NA, 12.2, 20.3, 0.8
NA, 10.7, 19.9, 0
NA, 9.6, 17.5, 0
NA, 10.2, 18.8, 0
NA, 8.9, 16.1, 0
NA, 8.4, 16.1, 3.8
NA, 8.1, 17.8, 0.2
NA, 8.9, 19.3, 0
NA, 8.7, 19.5, 0
NA, 7.6, 19.6, 0
NA, 9.1, 18, 0
NA, 8.3, 17, 0
NA, 7.1, 17.6, 0
NA, 8, 17.7, 0
NA, 8.7, 18.4, 0
NA, 9.8, 15.8, 0.2
NA, 11.3, 18.1, 13.6
NA, 12.5, 18.4, 14
NA, 15.5, 21, 89.8
NA, 11.2, 20.5, 0
NA, 12.4, 21.7, 0
NA, 11.6, 20, 0
NA, 11.2, 17.9, 0
NA, 9.2, 18.9, 0
NA, 9.3, 18, 0.4
NA, 10.6, 19.1, 0
NA, 10.6, 18.3, 0
NA, 9.5, 22.2, 0
NA, 11.4, 16.3, 1.4
NA, 11.5, 18.7, 0.6
NA, 11.3, 18.2, 0
NA, 10.1, 18.4, 0
NA, 9.6, 18.7, 0
NA, 12, 19, 0
NA, 8.7, 16.6, 0
NA, 7.6, 16.9, 0
NA, 8.6, 16.5, 0
NA, 10.7, 20.7, 0
NA, 13.4, 17.6, 0
NA, 9.8, 17.7, 0
NA, 7.3, 20.2, 0
NA, 9.2, 20.6, 0
NA, 8.7, 19.5, 0
NA, 8.4, 18, 0
NA, 8.4, 18.4, 0
NA, 7.7, 21.5, 0
NA, 9.1, 21.3, 0
NA, 11.5, 23.3, 0
NA, 10, 24.1, 0
NA, 11, 13.7, 0
NA, 9.1, 18, 0
NA, 9.4, 14.5, 1
NA, 7.2, 15.7, 0
NA, 7.6, 16.6, 0
NA, 7.2, 17.9, 0
NA, 10, 15.7, 6.2
NA, 8.7, 16.7, 2.2
NA, 10, 17.5, 0.4
NA, 8.7, 19.8, 0
NA, 10.6, 25.2, 0
NA, 14.4, 26.3, 0
NA, 18.2, 24.6, 0.2
NA, 14.2, 21.6, 0.6
NA, 9.6, 20.6, 0
NA, 10.3, 22.6, 0
NA, 14.2, 16.7, 0.2
NA, NA, NA, 9
NA, 9.6, 14.1, 40.4
NA, 7.1, 18.4, 0.2
NA, 8.1, 18.8, 0
NA, 11, 19.6, 0.8
NA, 8.9, 16.6, 3.4
NA, 9.7, 20.7, 4.2
NA, 9.7, 19.3, 0
NA, 10, 19.8, 0
NA, 12, 20.8, 0
NA, 15.8, 21.5, 1.8
NA, 12.9, 22.2, 0.6
NA, 11.3, 20.5, 2.2
NA, 11.8, 20.8, 0
NA, 11.7, 24.6, 0
NA, 12.6, 21.6, 0
NA, 13.8, 19.4, 0
NA, 12, 22.3, 0
NA, 15.5, 25.3, 0
NA, 17.4, 25.4, 0
NA, 14.1, 22.6, 0
NA, 11, 15.2, 2.2
NA, 9.4, 17.5, 4.6
NA, 11.7, 17.7, 0
NA, 14.1, 20.2, 43.2
NA, 15.7, 23.5, 52.2
NA, 14, 18.2, 0.6
NA, 9.4, 18.6, 0.2
NA, 9.5, 18.4, 7.6
NA, 10.6, 20.7, 0
NA, 10.9, 21.8, 0
NA, 12.8, 26.7, 0
NA, 18.5, 28.7, 0
NA, 12.9, 21, 0
NA, 12, 22.9, 0
NA, 13.8, 19.9, 21.4
NA, 13.7, 25.3, 5.2
NA, 16.6, 28.5, 0
NA, 15.6, 23.6, 0
NA, 18.7, 24.7, 0
NA, 15.5, 24.7, 0
NA, 16.2, 27.9, 0
NA, 21.7, 34.3, 0
NA, 18, 24.3, 0
NA, 19, 25.2, 0
NA, 13.7, 21.8, 0
NA, 12.9, 25.2, 0
NA, 14.1, 24, 0
NA, 14.5, 22.3, 0
NA, 12.8, 22.2, 0
NA, 14.1, 29.5, 0
NA, 15.9, 19.7, 0
NA, 13.4, 33.5, 0
NA, 16.4, 23.2, 0
NA, 12.5, 25.3, 0
NA, 16.2, 24.5, 0
NA, 13.4, 26.5, 0
NA, 16.3, 31.8, 0
NA, 15.8, 22.2, 0
NA, 16.7, 26.2, 0
NA, 18.9, 27.3, 0
NA, 12.7, 25.7, 0
NA, 15.6, 27.5, 0
NA, 14.8, 20.9, 0.6
NA, 14.3, 28.5, 0
NA, 20.6, 32.7, 0
NA, 15.7, 22.9, 0
NA, 15.8, 36.8, 0
NA, 18, 28.1, 0
NA, 17.9, 23.2, 0
NA, 18.2, 22.6, 0
NA, 17.5, 30.4, 0
NA, 22.5, 39.2, 0
NA, 19.6, 25.5, 1.4
NA, 17, 19.6, 2.2
NA, 13.5, 20.2, 2
NA, 15.3, 21.9, 0
NA, 16.6, 23.6, 0
NA, 16.9, 25.6, 0
NA, 15.9, 21.7, 8.8
NA, 16.8, 22.5, 1.6
NA, 16.8, 23.5, 0
NA, 15.7, 24.4, 0
NA, 17.2, 26.2, 0
NA, 20.6, 21.2, 0
NA, 12.6, 12.6, 42.8
NA, 10, 20.2, 34.4
NA, 11, 23.3, 0.6
NA, 16.2, 22.4, 0
NA, 19.2, 22.3, 0
NA, 18, 26.7, 32.2
NA, 16.2, 22.8, 1.6
NA, 16.5, 24.2, 5.8
NA, 18.8, 25.1, 0.2
NA, 16.9, 25.1, 0
NA, 17.9, 22.3, 3
NA, 14, 21.1, 33.4
NA, 14.8, 21.4, 4.6
NA, 14.1, 21.9, 0
NA, 14.8, 21.6, 0
NA, 15.3, 25.1, 0
NA, 17, 23.9, 0
NA, 20.2, 26.2, 0
NA, 21.6, 29.1, 0
NA, 22.1, 33.1, 0
NA, 19.3, 22.1, 0
NA, 18.3, 19.9, 0
NA, 17, 23.4, 5
NA, 17.6, 27.3, 1.2
NA, 20.7, 35, 42.8
NA, 21.7, 26.3, 25.2
NA, 15.4, 21.5, 12.8
NA, 15.6, 22.1, 0.2
NA, 14.5, 23.7, 0
NA, 19.2, 22.3, 0.4
NA, 19.4, 24.5, 12.4
NA, 20.1, 25.8, 4.6
NA, 20.8, 25.5, 0
NA, 20.7, 26.2, 5.6
NA, 21.6, 27.3, 0.2
NA, 20.5, 22.9, 0
NA, 19.8, 24.3, 2.6
NA, 21.6, 28.3, 0.4
NA, 21.6, 28.6, 1
NA, 22.5, 27.8, 0
NA, 22.1, 27.5, 0.2
NA, 17.6, 22, 27
NA, 15.3, 22.7, 0
NA, 17, 23.8, 0
NA, 18.3, 24.5, 0
NA, 18.5, 25.7, 0
NA, 16.9, 21.7, 13.2
NA, 16.9, 23.7, 9.8
NA, 17.9, 24.8, 0.4
NA, 19.6, 26.5, 5
NA, 20.2, 28.3, 4
NA, 20.9, 22.1, 2
NA, 19.3, 26.2, 47.2
NA, 18.6, 26.7, 0.8
NA, 20.1, 27, 0
NA, 21.8, 30.1, 0
NA, 19.5, 27.9, 0
NA, 16.5, 23.3, 2.6
NA, 16.8, 23.2, 2
NA, 16.4, 24.5, 1.4
NA, 19.2, 25.2, 0
NA, 18.7, 26.3, 0
NA, 18.4, 27.4, 0
NA, 19.1, 26.4, 4.4
NA, 19.5, 25.2, 3.6
NA, 19.2, 27, 0
NA, 18.8, 24.7, 2
NA, 18.8, 22.9, 4.4
NA, 16.8, 23.3, 22
NA, 17.7, 24.8, 4
NA, 19.3, 25.2, 0
NA, 17.4, 25, 5.8
NA, 18.9, 24.8, 1.4
NA, 19.8, 25.7, 0
NA, 20.4, 23.4, 1.4
NA, 19, 26.5, 0
NA, 19.4, 26.5, 0
NA, 18.9, 23.4, 1.4
NA, 17.3, 25.2, 0.4
NA, 16.1, 26, 0
NA, 19.5, 22.8, 3
NA, 17.6, 23.6, 0.4
NA, 16.6, 26, 0
NA, 17.5, 26.7, 0
NA, 19.4, 28, 0
NA, 20.9, 31.9, 0
NA, 21.8, 29.4, 0
NA, 18.6, 27.3, 0
NA, 20.8, 27, 0.2
NA, 20.9, 27.7, 0
NA, 21.5, 26.1, 0
NA, 20.6, 27, 16.4
NA, 20.1, 27.5, 0
NA, 21.7, 27.5, 0
NA, 19.7, 27.4, 0.2
NA, 19.5, 27.7, 0
NA, 18, 20.2, 15.4
NA, 15.2, 25, 42.4
NA, 18, 25.7, 0
NA, 19.4, 27.1, 0
NA, 19.6, 26.6, 0
NA, 19.2, 26.7, 0
NA, 21, 25.9, 0.8
NA, 19.5, 26, 27
NA, 19.6, 26.3, 8
NA, 18.6, 26.7, 0
NA, 19.6, 26.7, 0.2
NA, 19.1, 26.5, 0.2
NA, 19, 23.4, 6.4
NA, 18.6, 26.9, 18.8
NA, 19.4, 27.2, 0.2
NA, 20.2, 28.3, 0
NA, 19.2, 29.7, 0
NA, 20.7, 33.6, 0
NA, 21.7, 33.8, 34.8
NA, 22.2, 25.4, 2.4
NA, 21.5, 27.1, 6.8
NA, 21.6, 27.9, 0.8
NA, 20.7, 23.8, 2
NA, 17.7, 19.7, 20.8
NA, 17.9, 20.8, 15.2
NA, 18, 22.6, 1.4
NA, 17.4, 23.6, 3
NA, 17.5, 23.5, 2.6
NA, 19.3, 22.8, 0.4
NA, 18.9, 25.1, 0.6
NA, 20.4, 29, 1.4
NA, 18.9, 26.5, 0
NA, 21, 25.2, 0
NA, 15.9, 20.9, 2.2
NA, 16.2, 21.8, 0.8
NA, 16, 18.5, 21
NA, 14.3, 23.4, 9.6
NA, 15, 23.4, 0
NA, 15.8, 24.1, 0.2
NA, 18.8, 22.1, 6.2
NA, 18.3, 22.6, 46.6
NA, 19.3, 21.5, 59.4
NA, 19.6, 23.9, 31.6
NA, 20.5, 25.5, 3
NA, 20.4, 25.7, 0
NA, 18.9, 25.5, 0
NA, 17.2, 19.4, 0
NA, 17, 22.2, 3.4
NA, 16.2, 23.3, 1.6
NA, 16.9, 22.4, 29.4
NA, 16.8, 26.5, 0
NA, 17.3, 25.6, 0
NA, 16.4, 21.2, 30.8
NA, 15.2, 26, 0.2
NA, 14.7, 24, 0
NA, 15, 26.3, 0
NA, 16.1, 23.9, 0
NA, 16.2, 24.4, 0
NA, 16, 19.2, 6.4
NA, 15.5, 23.6, 17
NA, 15.2, 24.7, 0
NA, 15.5, 18.6, 28
NA, 15, 21.9, 41.4
NA, 17, 23.7, 4.6
NA, 17, 21.1, 15.6
NA, 17.4, 22, 11.6
NA, 18.4, 22, 9.6
NA, 16.8, 24.1, 5.6
NA, 16, 22.4, 1.2
NA, 15.5, 20.1, 21.4
NA, 16, 20.8, 1
NA, 14.9, 20.1, 10.4
NA, 14.5, 19.3, 14.4
NA, 14.9, 25.5, 0
NA, 14.5, 22.4, 0
NA, 14.6, 22.5, 0
NA, 15.1, 23.1, 0.4
NA, 17, 21.5, 4.2
NA, 15.5, 20.1, 3.8
NA, 16.7, 20.1, 7
NA, 14.4, 21.6, 1.2
NA, 16.3, 19.4, 0
NA, 14.2, 20.3, 14
NA, 13.5, 22.1, 1
NA, 13.6, 19.7, 0.2
NA, 14.5, 17.5, 2.2
NA, 16.2, 21.5, 45
NA, 15.4, 22, 0.2
NA, 16.1, 23.3, 0
NA, 16.7, 19, 6.4
NA, 12.7, 19.1, 2.6
NA, 12.4, 19.8, 0
NA, 9.6, 18, 7.8
NA, 10.2, 19.5, 0
NA, 9, 18.8, 0
NA, 10.1, 20.1, 0
NA, 12, 19.7, 13
NA, 14.8, 21.3, 7.6
NA, 12.2, 19.5, 0.2
NA, 12.6, 21.8, 0
NA, 12.6, 17.2, 0.4
NA, 7.2, 14.6, 0.2
NA, 7.7, 14.3, 0
NA, 8.9, 15.5, 19.4
NA, 12.5, 16.1, 36.4
NA, 13.5, 15.9, 37.2
NA, 13, 17, 7.8
NA, 8.3, 18.2, 0
NA, 7.8, 17.5, 0
NA, 8.7, 14.2, 0
NA, 7.6, 15.2, 0.2
NA, 9.8, 14.4, 1.8
NA, 11, 15, 46.2
NA, 9.7, 19.3, 5.8
NA, 9.4, 18.3, 0.2
NA, 10.2, 19.1, 0.2
NA, 13.2, 17.5, 3.4
NA, 13.2, 18.9, 0
NA, 14, 20.3, 0
NA, 10.7, 18.5, 0
NA, 11, 16.7, 20
NA, 12.5, 16, 26
NA, 13.4, 15.7, 26.8
NA, 11.7, 19, 38.6
NA, 8.6, 14.8, 4.8
NA, 8.1, 15.6, 0
NA, 8, 13.5, 0
NA, 8.8, 16.5, 0
NA, 10.3, 16.4, 5.6
NA, 11.5, 18.8, 10.4
NA, 11.4, 17.8, 0
NA, 11.6, 18, 0.2
NA, 11.8, 23, 0.2
NA, 11.6, 21.7, 0
NA, 9, 17.7, 0
NA, 9, 15.1, 0
NA, 5.4, 14.7, 0
NA, 7.4, 16, 0
NA, 5.7, 16.5, 0
NA, 7.9, 14.4, 0
NA, 10.5, 15.7, 0.4
NA, 10.7, 16.6, 0
NA, 9.8, 16.3, 0
NA, 8.7, 15.8, 0
NA, 6.9, 15.8, 0
NA, 6.8, 15.7, 0.2
NA, 7.6, 15.9, 1.6
NA, 6, 15.9, 0.2
NA, 6.6, 13.3, 1.8
NA, 7.2, 15, 0
NA, 6.5, 15.2, 0
NA, 6.5, 16.7, 0
NA, 5.2, 11.2, 0
NA, 6.6, 11, 0
NA, 7.9, 15.6, 1.8
NA, 8.9, 17, 6.6
NA, 11.3, 16.4, 4.6
NA, 10.8, 15, 1
NA, 11.2, 19.4, 0
NA, 12.6, 19.7, 0
NA, 14.4, 15.9, 0
NA, 10.9, 19.2, 0
NA, 9.8, 16.6, 0
NA, 7.2, 17.7, 0
NA, 7, 18.3, 0
NA, 8.4, 17.6, 0
NA, 10.1, 16.6, 0
NA, 9.4, 18.2, 0
NA, 7.5, 16.6, 0
NA, 8.1, 15.7, 0
NA, 8, 19.5, 0
NA, 8.2, 19.1, 0
NA, 9.1, 15, 0.4
NA, 7.2, 14.5, 0
NA, 7.7, 14.9, 0.4
NA, 8.2, 16.6, 5.8
NA, 7.1, 16.1, 0
NA, 9, 17, 0
NA, 10.7, 13.3, 16
NA, 11.2, 18.5, 14.4
NA, 11.6, 17.8, 4.4
NA, 12, 19.6, 0
NA, 7.8, 17.4, 24
NA, 10.2, 17.7, 0
NA, 7.7, 16.6, 0
NA, 7.4, 16.8, 0.6
NA, 7.6, 17.6, 0
NA, 9.8, 20.3, 0
NA, 8.2, 16.7, 0.4
NA, 6.9, 17.4, 0
NA, 10.7, 17.8, 0
NA, 9.2, 18.8, 0
NA, 6.9, 20.6, 0
NA, 10.6, 19.7, 0
NA, 10.5, 18.3, 0
NA, 10.7, 18.3, 0
NA, 11.5, 17.8, 0.2
NA, 10.5, 17.7, 0
NA, 10.4, 23.2, 0
NA, 12.2, 17.5, 1.8
NA, 10.4, 20.5, 0
NA, 13.4, 28.1, 0
NA, 14.1, 28.3, 0
NA, 17.9, 27.2, 0
NA, 10.7, 18.7, 0
NA, 9.3, 20.2, 0.2
NA, 10, 19.1, 0
NA, 8.4, 19.3, 0
NA, 9.9, 20.8, 0
NA, 8.4, 19.7, 0
NA, 10.1, 22.5, 0.2
NA, 10.7, 22, 0
NA, 12.8, 19.2, 0
NA, 10.9, 19.7, 0
NA, 10.7, 23, 0
NA, 15.3, 22.4, 0
NA, 10.8, 20.4, 0
NA, 10.2, 26.2, 0
NA, 11.6, 17, 0
NA, 8.4, 18.7, 0.4
NA, 12.9, 18.7, 0
NA, 11.3, 20.7, 0
NA, 11.7, 22.6, 0
NA, 14.7, 31.8, 0
NA, 13.4, 18.2, 0
NA, 10.6, 19, 0
NA, 8.8, 20.1, 0
NA, 11.3, 27.7, 0
NA, 14.7, 23.1, 0
NA, 12.3, 23.4, 0
NA, 16.6, 25.5, 0
NA, 13.2, 23.2, 0
NA, 11.9, 22.3, 0
NA, 13.6, 25.2, 0
NA, 13, 27.5, 0
NA, 15.8, 27.2, 0
NA, 18.7, 27, 0
NA, 12.7, 25.2, 0
NA, 18, 22.4, 0
NA, 17, 21.2, 0
NA, 15, 23.6, 0
NA, 16.4, 25.4, 0
NA, 16.5, 23.7, 0.8
NA, 12.7, 21.5, 0
NA, 12.6, 26.9, 0
NA, 18, 22.4, 0
NA, 14.1, 23.2, 0
NA, 18.6, 28.7, 7.2
NA, 18, 26.5, 4
NA, 18.6, 21.8, 0
NA, 13.9, 22.9, 0
NA, 14.6, 22.2, 1.2
NA, 13.5, 25.1, 0
NA, 18.9, 26.2, 0
NA, 13.2, 21.5, 0
NA, 14.2, 22.2, 0
NA, 16.3, 22.2, 0.4
NA, 16.4, 22.7, 1.4
NA, 15, 24.2, 0
NA, 19.3, 27, 0
NA, 16.4, 22.7, 0.8
NA, 13.8, 23.1, 7
NA, 15.3, 22.1, 0
NA, 15.2, 20.5, 0.2
NA, 16.1, 20.2, 2.6
NA, 15.5, 20.1, 3.2
NA, 13.2, 23.2, 10.8
NA, 15.2, 25.5, 0
NA, 16.7, 27.5, 0
NA, 20, 27.9, 0.4
NA, 20.4, 26.9, 3.2
NA, 18.1, 23, 9
NA, 16.5, 21.6, 2.6
NA, 16.2, 21.7, 5.8
NA, 13.4, 21.7, 0
NA, 14.4, 25.2, 0
NA, 16.1, 24.9, 0
NA, 18.6, 25.8, 0
NA, 19.4, 23.9, 0
NA, 17, 19.8, 3.4
NA, 17.2, 22.6, 0
NA, 17.6, 23.4, 0
NA, 15.2, 25.2, 0
NA, 17.2, 28.9, 0
NA, 20, 28.8, 0
NA, 21.6, 32.8, 0
NA, 20.8, 26, 0.4
NA, 17.3, 19.7, 9
NA, 17.2, 20.4, 79.6
NA, 16.3, 22.8, 31.6
NA, 17.3, 23.5, 21.4
NA, 18.3, 24.3, 1.2
NA, 17.6, 24.2, 0
NA, 18.3, 25.3, 3
NA, 18.6, 27.9, 1.2
NA, 21.5, 26.6, 2.2
NA, 18.6, 26.7, 0
NA, 19.2, 26, 5.6
NA, 13.8, 21.8, 5.2
NA, 14.3, 22.4, 0
NA, 16.3, 22.8, 0
NA, 14.8, 25, 0
NA, 16.6, 25.2, 0
NA, 19.2, 28.1, 0
NA, 17.8, 20.2, 0.2
NA, 17.5, 23.1, 0
NA, 18.2, 23.4, 0
NA, 19.3, 22.2, 0
NA, 17.1, 29.6, 0
NA, 22, 36.7, 0
NA, 21.2, 28.5, 0
NA, 18, 23.4, 0
NA, 17.6, 25.6, 0.6
NA, 17.7, 25.2, 0
NA, 19.1, 25.7, 0
NA, 20.5, 29.9, 0
NA, 19.5, 26.2, 0
NA, 19.2, 32.2, 0
NA, 19.9, 21.4, 0
NA, 17.5, 24.1, 0
NA, 19.7, 25.7, 3.8
NA, 21, 25.5, 6
NA, 18.7, 21.4, 12
NA, 18.2, 20.9, 11
NA, 17.6, 23.2, 25.4
NA, 17.3, 25.4, 5.4
NA, 20.2, 27.2, 1.6
NA, 20.8, 27.6, 0
NA, 19.1, 21.4, 6
NA, 17.8, 21.1, 1
NA, 17.6, 20.2, 0.2
NA, 15.2, 23.4, 0
NA, 17, 27.2, 0
NA, 19.9, 28.7, 0
NA, 20.2, 31.4, 0
NA, 19.6, 22.6, 10.2
NA, 18.4, 23.4, 0
NA, 18.2, 24.7, 0
NA, 17.4, 26.2, 0
NA, 19.1, 27.2, 0
NA, 20.5, 25.2, 1
NA, 18.2, 27.4, 0
NA, 21.5, 32.6, 0
NA, 20.6, 22.6, 0
NA, 19.7, 26.8, 0.2
NA, 18.9, 27.8, 0.2
NA, 21.2, 25.2, 2.4
NA, 19.6, 20.9, 17
NA, 18.4, 20.1, 243.6
NA, 18.3, 21.7, 137.4
NA, 17.2, 26.6, 16.2
NA, 20.5, 24.8, 0.2
NA, 19.4, 22.2, 59
NA, 19.3, 25.7, 20
NA, 18, 26.4, 14.8
NA, 17.6, 26, 10.6
NA, 16, 22.2, 56.8
NA, 16.7, 23.7, 33.6
NA, 15.5, 24.7, 0.4
NA, 16.2, 25.2, 0
NA, 18.4, 25.8, 0.6
NA, 17.7, 25.6, 0
NA, 18.6, 28, 0
NA, 19.8, 25.2, 12.6
NA, 20.8, 26.5, 2.6
NA, 19.5, 27.4, 0
NA, 21.4, 27.7, 0.2
NA, 22.7, 29.2, 0.2
NA, 22.2, 28.6, 0
NA, 22.7, 24.8, 0.8
NA, 21.2, 26.3, 1
NA, 21.6, 27.4, 0.4
NA, 20, 26.3, 0.2
NA, 18.5, 27.2, 0
NA, 19.6, 28.1, 0
NA, 21.3, 25.8, 3
NA, 19.7, 28.2, 7.6
NA, 20.5, 28.8, 0
NA, 21.2, 30.1, 0
NA, 22.5, 26.3, 1.8
NA, 16.2, 20.7, 13
NA, 15.3, 23.2, 13.8
NA, 13.7, 30.9, 0
NA, 17.1, 26.9, 0
NA, 20, 26.2, 0
NA, 16.5, 20.2, 3
NA, 15.9, 24.1, 0.8
NA, 16.4, 24.9, 2
NA, 16.3, 27, 0.2
NA, 19, 21.5, 13
NA, 17.1, 25.2, 2.2
NA, 18.6, 25.3, 0
NA, 16.7, 22.4, 40
NA, 16.2, 24.3, 5.6
NA, 16.2, 24.8, 2
NA, 15.9, 25.7, 2
NA, 18.4, 24.1, 8.4
NA, 17.7, 25.5, 0.6
NA, 18, 25.4, 0.2
NA, 19.2, 26, 1.4
NA, 19.1, 26.4, 6.4
NA, 18.9, 30.2, 0
NA, 20.7, 22.4, 8.2
NA, 18.8, 23.1, 14
NA, 17.3, 20.2, 12.4
NA, 16.2, 25.2, 2.2
NA, 18.3, 24.9, 0
NA, 17.4, 21.2, 24.8
NA, 18.4, 22.1, 9.2
NA, 19.4, 21.7, 38.2
NA, 19.3, 27, 33
NA, 18.2, 23.3, 0
NA, 17.9, 23.9, 0
NA, 18.5, 20.5, 27
NA, 17.9, 21, 3.2
NA, 18.5, 25, 16.6
NA, 20.2, 29.4, 0.6
NA, 18.6, 27.7, 0
NA, 20, 24.8, 0
NA, 15.6, 21.2, 1.8
NA, 15.7, 17.4, 52.4
NA, 15.4, 19.3, 21.4
NA, 15.7, 21.9, 2.8
NA, 16.8, 18.4, 22.6
NA, 17, 20.6, 53.4
NA, 18, 24, 10.6
NA, 17.2, 24.9, 0
NA, 16, 25.9, 0
NA, 13.4, 26, 0
NA, 15.4, 24.9, 0
NA, 13.6, 20.2, 0
NA, 11.7, 19.7, 0
NA, 11.2, 22, 0
NA, 13.6, 23.4, 0.6
NA, 14.6, 24.2, 0
NA, 13.1, 24.6, 0
NA, 12.7, 26.7, 0
NA, 14.7, 23.8, 0
NA, 13, 26.6, 0
NA, 13.6, 26.7, 0
NA, 14.7, 26.5, 0
NA, 16.8, 20.8, 1.6
NA, 14.5, 21, 3.6
NA, 15.3, 23.8, 0
NA, 14.2, 26.6, 0
NA, 14.1, 25.9, 0
NA, 13.7, 26.3, 0
NA, 15.2, 21.5, 0
NA, 12.6, 19.3, 0
NA, 12.2, 18, 0
NA, 13.4, 20.1, 0
NA, 14.6, 23, 0
NA, 14.3, 15.6, 6
NA, 8.7, 18.4, 0.2
NA, 8.3, 17.4, 0
NA, 7.9, 18.1, 15.6
NA, 11.2, 17, 0.2
NA, 12.6, 18.5, 26
NA, 14.5, 15.6, 8
NA, 11.4, 17.7, 33.2
NA, 10, 19.4, 0.4
NA, 10, 18.9, 0
NA, 11.4, 20.7, 0.6
NA, 16.2, 19.2, 7
NA, 15.2, 20.6, 9.2
NA, 17.4, 21.8, 19.6
NA, 11.5, 18.3, 0
NA, 9.6, 17.8, 0
NA, 10.5, 18.4, 0
NA, 9.4, 18.9, 0
NA, 9.2, 16.4, 0
NA, 10.8, 18.4, 2.6
NA, 12.2, 18.5, 0.8
NA, 12.7, 19.4, 6
NA, 10.6, 17.2, 4.6
NA, 11, 20, 1.6
NA, 10.8, 18.4, 0.6
NA, 9.4, 18.6, 0.2
NA, 10.8, 20.1, 0
NA, 11.3, 17.6, 4
NA, 9.2, 18.9, 0
NA, 8.4, 19.8, 0
NA, 8.8, 18.2, 0.4
NA, 8.2, 13.6, 4.2
NA, 7.8, 15, 17
NA, 8, 18, 2
NA, 6.5, 18.5, 0
NA, 8, 17.9, 0
NA, 7.8, 17.3, 0
NA, 6.5, 15.5, 0
NA, 8.1, 15.3, 0
NA, 7.1, 14.3, 0
NA, 8.7, 16.6, 0
NA, 8.4, 12.6, 1.2
NA, 6.2, 17.2, 0
NA, 5.1, 15.1, 0
NA, 7.8, 17.2, 1
NA, 8.4, 15.2, 0.6
